,price,address,house_type,bedroom
242,"£274,950Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.","Rainton Gardens, 
Black Boy Road,
Chilton Moor,
Durham,
DH4 6LX",Detached,×4
243,"£105,000Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.","7 Charlotte Terrace,
South Shields,
NE33 4NU",Terraced,×2
244,"£70,000Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.","14a Newbottle Street,
Houghton Le Spring,
DH4 4AB",Terraced,×3
245,"£70,000Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.","Kingfisher Way 
Silverlink Business Park
Wallsend
NE28 9NY",Maisonette,×3
246,"£85,000Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.","St Georges House, 56 Peter St, Manchester M2 3NQ",Semi-Detached,×2
247,"£135,000Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.","Unit 1
20 Viking Precinct,
Jarrow,
NE32 3LQ",Terraced,×4
248,"£35,000Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.","15 Sea Road,
Sunderland,
SR6 9BS",Flat,×2
249,"£80,000Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.",Suite 7 First Floor Cranmore Drive Shirley Solihull B90 4RZ,Terraced,×3
250,"£295,000Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.","16 Belle Vue Crescent,
Sunderland,
SR2 7SH",Detached,×3
251,"£240,000Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.","Signature House, 3 Azure Court, 
Doxford International Business Park, Sunderland
SR3 3BE",Detached,×4
252,"£115,000Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.","122 Fowler Street,
South Shields,
NE33 1PZ",Flat,×2
253,"£150,000Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.","24-25,
Westbourne Terrace,
Shiney Row,
Houghton Le Spring,
DH4 4QT",Terraced,×2
254,"£90,000Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.","449-451
Durham Road,
Low Fell,
Gateshead,
NE9 5EX",Terraced,×2
255,"£155,000Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.","15 Sea Road,
Sunderland,
SR6 9BS",Semi-Detached,×2
256,"£99,950Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.","9  Frederick Street,
Sunderland,
SR1 1NA ",Semi-Detached,×3
257,"£120,000Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.","Springbok Properties Nationwide
Suite 7N
Trafford House
Chester Road
Old Trafford
M32 0RS",Ground Flat,×2
258,"£309,950Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.","15 Sea Road,
Sunderland,
SR6 9BS",Semi-Detached,×4
259,"£95,000Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.","15 Sea Road,
Sunderland,
SR6 9BS",Semi-Detached,×2
260,"£525,000Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.","Head Office, 
32 Beach Avenue, 
Tyne and Wear, 
NE26 1EA",Terraced,×4
261,"£85,000Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.","16 North Terrace
Seaham
SR7 7EU ",Terraced,×2
262,"£35,000Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.","48-49 The Galleries Washington Centre, Washington, Tyne and Wear, NE38 7SD",Flat,×1
263,"£225,000Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.","21a Lowthian Terrace, Columbia, Washington, Tyne and Wear, NE38 7BA",Detached,×3
264,"£595,000Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.","122 Fowler Street,
South Shields,
NE33 1PZ",Detached,×4
265,"£75,000Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.","179 High Street,
Gosforth,
Newcastle Upon Tyne,
NE3 1HE",Flat,×3
266,"£90,000Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.","4 Athenaeum Street,
Sunderland,
SR1 1QX",Apartment,×1
267,"£90,000Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.","48-49 The Galleries Washington Centre, Washington, Tyne and Wear, NE38 7SD",Semi-Detached,×3
268,"£50,000Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.","122 Fowler Street,
South Shields,
NE33 1PZ",Flat,×3
269,"£164,950Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.","64 Sea Road,
Fulwell,
Sunderland,
SR6 9DB",Semi-Detached,×2
270,"£100,000Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.",Suite 7 First Floor Cranmore Drive Shirley Solihull B90 4RZ,Apartment,×2
271,"£159,950Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.","64 Sea Road,
Fulwell,
Sunderland,
SR6 9DB",Apartment,×2
272,"£250,000Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.","122 Fowler Street,
South Shields,
NE33 1PZ",Semi-Detached,×3
273,"£110,000Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.","21, Athenaeum Street,
Sunderland,
SR1 1DH",Semi-Detached,×2
274,"£140,000Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.",Nationwide,Semi-Detached,×3
275,"£295,000Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.","16 Belle Vue Crescent,
Sunderland,
SR2 7SH",Detached,×3
276,"£30,000Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.","21, Athenaeum Street,
Sunderland,
SR1 1DH",Ground Flat,×1
277,"£229,500Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.","21a Lowthian Terrace, Columbia, Washington, Tyne and Wear, NE38 7BA",Town House,×4
278,"£349,950Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.","1-2 Blue Coat Buildings,
Durham City,
DH1 1RF",Semi-Detached Bungalow,×3
279,"£259,950Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.","64 Sea Road,
Fulwell,
Sunderland,
SR6 9DB",Semi-Detached,×3
280,"£69,950Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.","500-502 Durham Road,
Low Fell,
Gateshead,
NE9 6HU",Flat,×1
281,"£177,995Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.","Off Blackthorn Way, Houghton-le-Spring,
DH4 6JW",House,×3
282,"£125,950Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.","Rainton Gardens, 
Black Boy Road,
Chilton Moor,
Durham,
DH4 6LX",End of Terrace,×3
283,"£155,000Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.","64 Sea Road,
Fulwell,
Sunderland,
SR6 9DB",Terraced,×3
284,"£110,000Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.","33 
Margaret Street
London
W1G 0JD ",Terraced,×3
285,"£180,000Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.","48-49 The Galleries Washington Centre, Washington, Tyne and Wear, NE38 7SD",Semi-Detached,×3
286,"£285,000Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.","1 Station Terrace,
East Boldon,
NE36 0LJ",Semi-Detached Bungalow,×3
287,"£134,950Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.","64 Sea Road,
Fulwell,
Sunderland,
SR6 9DB",Terraced,×3
288,"£229,500Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.","212 High Street
Gateshead,
Tyne & Wear
NE8 1AQ",Town House,×4
289,"£125,000Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.","9  Frederick Street,
Sunderland,
SR1 1NA ",Link Detached House,×3
290,"£174,500Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.",Nationwide,Flat,×2
291,"£37,500Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.","61 Abbey Street,
Leicester,
LE1 3TE",Flat,×1
292,"£180,000Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.","582 Durham Road,
Low Fell,
Gateshead,
NE9 6HX",Bungalow,×2
293,"£155,000Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.","18 St. Johns Precinct,
Hebburn,
NE31 1LQ",Semi-Detached,×3
294,"£75,000Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.","1 
Hunters Walk,
Canal Street,
Chester,
CH1 4EB ",Semi-Detached,×3
295,"£110,000Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.",Nationwide,Semi-Detached,×2
296,"£75,000Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.","12 Blandford Place,
Seaham,
SR7 7EL",Terraced,×2
297,"£50,000Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.","84 Park View,
Whitley Bay,
NE26 2TH",Flat,×1
298,"£70,000Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.","Sovereign House,
361 King Street
Hammersmith
London
W6 9NA",Terraced,×3
299,"£20,000Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.","Sovereign House,
361 King Street
Hammersmith
London
W6 9NA",Terraced Bungalow,×2
300,"£675,000Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.","3 Front Street,
Chester Le Street,
DH3 3BQ",Detached,×5
301,"£42,500Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.","Sovereign House,
361 King Street
Hammersmith
London
W6 9NA",Flat,×3
302,"£59,995Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.","Alton House,
27-31 Grange Road, 
Darlington, 
County Durham,
DL1 5NA",Terraced,×2
303,"£134,950Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.","14a Newbottle Street,
Houghton Le Spring,
DH4 4AB",Terraced,×2
304,"£119,950Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.","64 Sea Road,
Fulwell,
Sunderland,
SR6 9DB",Terraced Bungalow,×2
305,"£159,950Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.","64 Sea Road,
Fulwell,
Sunderland,
SR6 9DB",Terraced,×3
306,"£185,000Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.","11b Sea Road,
Fulwell,
Sunderland,
SR6 9BP",House,×3
307,"£49,950Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.","25 Church Street,
Seaham,
SR7 7HQ",Terraced,×2
308,"£120,000Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.","2 Yoden Way,
Peterlee,
SR8 1BP",Semi-Detached,×3
309,"£80,000Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.","16 Belle Vue Crescent,
Sunderland,
SR2 7SH",Terraced,×2
310,"£165,000Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.","2 Arden Avenue,
Brunton Park,
Gosforth,
NE3 5TS
 ",Bungalow,×2
311,"£145,000Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.","  
 
2a Hawkeys Lane
North Shields
NE29 0JF 
 ",Apartment,×1
312,"£145,000Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.",Nationwide,Flat,×2
313,"£110,000Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.","4A Athenaeum Street,
Sunderland,
SR1 1QX",End of Terrace,×2
314,"£130,000Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.","Sanderson Mews
4 Beaconsfield Road
Gateshead
NE9 5EU ",Semi-Detached,×2
315,"£85,000Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.","Sovereign House,
361 King Street
Hammersmith
London
W6 9NA",Terraced,×3
316,"£55,000Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.","Sovereign House,
361 King Street
Hammersmith
London
W6 9NA",Terraced,Freehold
317,"£60,000Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.","46 Windsor Terrace, Ryhope Road, Grangetown,
Sunderland,
SR2 9QF",Flat,×1
318,"£225,000Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.","15 Sea Road,
Sunderland,
SR6 9BS",Semi-Detached,×2
319,"£135,000Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.",Suite 7 First Floor Cranmore Drive Shirley Solihull B90 4RZ,Terraced,×3
320,"£240,000Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.","16 North Terrace
Seaham
SR7 7EU ",Terraced,×4
321,"£135,000Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.","Unit 51/52 The Galleries,
Washington Centre,
Washington,
NE38 7SD",Semi-Detached,×2
322,"£130,000Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.",Nationwide,Bungalow,×2
323,"£310,000Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.","10 Grange Road,
Jarrow,
NE32 3LD",Semi-Detached,×6
324,"£109,950Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.","15 Sea Road,
Sunderland,
SR6 9BS",Semi-Detached,×2
325,"£349,000Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.","11 Front Street,
Tynemouth,
North Shields,
NE30 4RG",Maisonette,×3
326,"£210,000Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.","67 Ellison Street,
Jarrow,
NE32 3JU",Semi-Detached,×3
327,"£199,950Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.","4 Athenaeum Street,
Sunderland,
SR1 1QX",Semi-Detached Bungalow,×2
328,"£199,950Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.","City Office,
20 Fawcett Street,
Sunderland,
SR1 1RH ",Semi-Detached,×3
329,"£120,000Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.",Suite 7 First Floor Cranmore Drive Shirley Solihull B90 4RZ,Semi-Detached,×2
330,"£179,950Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.","11 Struan Terrace,
East Boldon,
NE36 0EA",End of Terrace,×3
331,"£125,000Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.","10 Grange Road,
Jarrow,
NE32 3LD",Semi-Detached,×3
332,"£69,000Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.","Sovereign House,
361 King Street
Hammersmith
London
W6 9NA",End of Terrace,×3
333,"£75,000Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.","Sovereign House,
361 King Street
Hammersmith
London
W6 9NA",Semi-Detached,×2
334,"£60,000Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.","Sovereign House,
361 King Street
Hammersmith
London
W6 9NA",Terraced,×2
335,"£195,000Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.","10 Front Street,
Tynemouth,
North Shields,
NE30 4RG",Flat,×2
336,"£110,000Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.","55 The Galleries,
Washington Centre,
Washington,
NE38 7SA",Semi-Detached,×3
337,"£129,950Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.","4 Athenaeum Street,
Sunderland,
SR1 1QX",Semi-Detached,×3
338,"£199,995Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.","46 Windsor Terrace, Ryhope Road, Grangetown,
Sunderland,
SR2 9QF",Terraced,×3
339,"£125,000Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.","67 Ellison Street,
Jarrow,
NE32 3JU",Semi-Detached,×3
340,"£125,000Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.","Sanderson Mews
4 Beaconsfield Road
Gateshead
NE9 5EU ",End of Terrace,×3
341,"£95,000Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.","67 Ellison Street,
Jarrow,
NE32 3JU",Semi-Detached,×3
342,"£190,000Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.","4A Athenaeum Street,
Sunderland,
SR1 1QX",Semi-Detached,×3
343,"£109,950Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.","4A Athenaeum Street,
Sunderland,
SR1 1QX",Semi-Detached,×3
344,"£169,950Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.","4 Athenaeum Street,
Sunderland,
SR1 1QX",Terraced,×3
345,"£69,950Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.","582 Durham Road,
Low Fell,
Gateshead,
NE9 6HX",Flat,×2
346,"£120,000Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.","21, Athenaeum Street,
Sunderland,
SR1 1DH",Town House,×3
347,"£60,000Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.","157 High Street East,
Wallsend,
NE28 7RL",Ground Flat,×2
348,"£175,000Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.","144 - 146, Fowler Street,
South Shields,
NE33 1PZ",Semi-Detached,×3
349,"£65,000Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.","25 Church Street,
Seaham,
SR7 7HQ",Semi-Detached,×2
350,"£269,995Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.","Adair Way, 
Hebburn, 
Tyne & Wear, 
NE31 2HQ",End of Terrace,×3
351,"£450,000Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.","122 Fowler Street,
South Shields,
NE33 1PZ",Bungalow,×2
352,"£244,950Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.","City Office,
20 Fawcett Street,
Sunderland,
SR1 1RH ",Detached,×4
353,"£65,000Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.","46 Windsor Terrace, Ryhope Road, Grangetown,
Sunderland,
SR2 9QF",Flat,×2
354,"£125,000Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.","96-98 Fowler St, 
South Shields,
Tyne and Wear,
NE33 5PD",Terraced,×2
355,"£249,950Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.","15 Sea Road,
Sunderland,
SR6 9BS",Apartment,×2
356,"£154,950Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.","9  Frederick Street,
Sunderland,
SR1 1NA ",Semi-Detached,×3
357,"£154,950Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.","4A Athenaeum Street,
Sunderland,
SR1 1QX",Semi-Detached,×3
358,"£69,950Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.","4 Athenaeum Street,
Sunderland,
SR1 1QX",Cottage,×2
359,"£185,000Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.","11 Front Street,
Tynemouth,
North Shields,
NE30 4RG",Apartment,×2
360,"£250,000Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.","Third Floor St. Peters House,
45 Victoria Street,
St. Albans,
Hertfordshire,
AL1 3HZ",Detached,×5
361,"£109,950Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.","9  Frederick Street,
Sunderland,
SR1 1NA ",Semi-Detached,×3
362,"£137,500Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.","Head Office, 
32 Beach Avenue, 
Tyne and Wear, 
NE26 1EA",Flat,×3
363,"£179,950Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.","15 Sea Road,
Sunderland,
SR6 9BS",Semi-Detached,×3
364,"£999,000Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.","1-2 Blue Coat Buildings,
Durham City,
DH1 1RF",Detached,×7
365,"£79,995Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.","469-471 Durham Road,
Low Fell,
Gateshead,
NE9 5EX",Flat,×2
366,"£259,999Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.","4 Athenaeum Street,
Sunderland,
SR1 1QX",Semi-Detached,×4
367,"£350,000Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.","Bridge End Chambers, Front Street,
Chester Le Street,
DH3 3QY",Semi-Detached,×3
368,"£135,000Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.","18 St. Johns Precinct,
Hebburn,
NE31 1LQ",Semi-Detached,×3
369,"£95,000Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.","122 Fowler Street,
South Shields,
NE33 1PZ",Flat,×2
370,"£159,950Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.","16 North Terrace
Seaham
SR7 7EU ",Bungalow,×3
371,"£69,950Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.","96-98 Fowler St, 
South Shields,
Tyne and Wear,
NE33 5PD",Flat,×2
372,"£165,000Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.","122 Fowler Street,
South Shields,
NE33 1PZ",Terraced,×3
373,"£399,999Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.","10 Grange Road,
Jarrow,
NE32 3LD",Detached,×5
374,"£100,000Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.","51 Fawcett Street,
Sunderland,
SR1 1RS",Terraced,×3
375,"£110,000Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.","122 Fowler Street,
South Shields,
NE33 1PZ",End of Terrace,×2
376,"£75,000Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.","46 Windsor Terrace, Ryhope Road, Grangetown,
Sunderland,
SR2 9QF",Flat,×2
377,"£110,000Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.","21, Athenaeum Street,
Sunderland,
SR1 1DH",Semi-Detached,×3
378,"£250,000Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.","Unit 1
20 Viking Precinct,
Jarrow,
NE32 3LQ",Terraced,×4
379,"£299,950Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.","City Office,
20 Fawcett Street,
Sunderland,
SR1 1RH ",Detached,×4
380,"£40,000Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.","55 The Galleries,
Washington Centre,
Washington,
NE38 7SA",Flat,×4
381,"£95,000Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.","96-98 Fowler St, 
South Shields,
Tyne and Wear,
NE33 5PD",Terraced,×3
382,"£139,995Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.","46 Windsor Terrace, Ryhope Road, Grangetown,
Sunderland,
SR2 9QF",Semi-Detached,×3
383,"£99,950Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.","582 Durham Road,
Low Fell,
Gateshead,
NE9 6HX",End of Terrace,×3
384,"£40,000Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.","19 Victoria Road,
Hartlepool,
TS24 7SE",Apartment,×2
385,"£199,950Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.","4 Athenaeum Street,
Sunderland,
SR1 1QX",Terraced,×4
386,"£219,999Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.",Suite 7 First Floor Cranmore Drive Shirley Solihull B90 4RZ,End of Terrace,×3
387,"£249,950Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.","4 Athenaeum Street,
Sunderland,
SR1 1QX",Semi-Detached,×4
388,"£115,000Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.","Sanderson Mews
4 Beaconsfield Road
Gateshead
NE9 5EU ",Semi-Detached,×2
389,"£215,000Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.","15 Sea Road,
Sunderland,
SR6 9BS",Semi-Detached,×3
390,"£55,000Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.",Suite 7 First Floor Cranmore Drive Shirley Solihull B90 4RZ,Flat,×2
391,"£119,950Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.","City Office,
20 Fawcett Street,
Sunderland,
SR1 1RH ",Cottage,×3
392,"£50,000Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.","19 Victoria Road,
Hartlepool,
TS24 7SE",Terraced,×2
393,"£70,000Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.","3B, Old Elvet,
Durham City,
DH1 3HL",Terraced,×3
394,"£269,950Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.","24-25,
Westbourne Terrace,
Shiney Row,
Houghton Le Spring,
DH4 4QT",Detached,×4
395,"£350,000Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.","11b Sea Road,
Fulwell,
Sunderland,
SR6 9BP",Detached,×5
396,"£129,950Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.","212 High Street
Gateshead,
Tyne & Wear
NE8 1AQ",Semi-Detached,×2
397,"£600,000Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.","2A Station Terrace,
East Boldon,
Tyne & Wear
NE36 0LJ",Bungalow,×2
398,"£189,950Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.","City Office,
20 Fawcett Street,
Sunderland,
SR1 1RH ",Semi-Detached,×2
399,"£219,950Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.","15 Sea Road,
Sunderland,
SR6 9BS",Semi-Detached,×3
400,"£139,950Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.","City Office,
20 Fawcett Street,
Sunderland,
SR1 1RH ",Semi-Detached,×3
401,"£100,000Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.","Wheeler House 2/3  Newbottle Street,
Houghton Le Spring,
DH4 4AL",Apartment,×2
402,"£184,950Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.","Rainton Gardens, 
Black Boy Road,
Chilton Moor,
Durham,
DH4 6LX",Semi-Detached,×3
403,"£79,950Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.","Imperial Buildings
1 Church Street 
Houghton Le Spring
DH4 4DJ ",Terraced,×4
404,"£169,950Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.","15 Sea Road,
Sunderland,
SR6 9BS",Semi-Detached,×3
405,"£475,000Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.","48 
 Frederick Street
Sunderland
SR1 1NF ",Detached,×4
406,"£425,000Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.","48 
 Frederick Street
Sunderland
SR1 1NF ",Detached,×4
407,"£169,000Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.","122 Fowler Street,
South Shields,
NE33 1PZ",Semi-Detached,×3
408,"£100,000Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.","48-49 The Galleries Washington Centre, Washington, Tyne and Wear, NE38 7SD",Semi-Detached,×3
